project_id	case_id	case_submitter_id	sample_id	sample_submitter_id	portion_id	portion_submitter_id	analyte_id	analyte_submitter_id	a260_a280_ratio	amount	analyte_quantity	analyte_type	analyte_type_id	analyte_volume	concentration	experimental_protocol_type	normal_tumor_genotype_snp_match	ribosomal_rna_28s_16s_ratio	rna_integrity_number	spectrophotometer_method	state	well_number
TCGA-LGG	fc3948fb-df27-4149-bbfb-04443dfecc19	TCGA-E1-A7YU	d24a30af-b43c-4d2d-8161-c37dfc04cbf2	TCGA-E1-A7YU-01A	4c665265-a5e6-4705-bdc4-f9d523bfb7ef	TCGA-E1-A7YU-01A-11	2069090c-4906-480c-af4f-14c7749c0fa7	TCGA-E1-A7YU-01A-11W	'--	'--	'--	Repli-G (Qiagen) DNA	W	'--	'--	Repli-G	Yes	'--	'--	'--	released	'--
TCGA-LGG	fc3948fb-df27-4149-bbfb-04443dfecc19	TCGA-E1-A7YU	d24a30af-b43c-4d2d-8161-c37dfc04cbf2	TCGA-E1-A7YU-01A	4c665265-a5e6-4705-bdc4-f9d523bfb7ef	TCGA-E1-A7YU-01A-11	8a623e99-da0e-4ec3-a2dd-a337dd0bf298	TCGA-E1-A7YU-01A-11R	1.92	'--	'--	RNA	R	'--	0.16	mirVana (Allprep DNA) RNA	Yes	2.18	7.2	UV Spec	released	'--
TCGA-LGG	fdff46a7-f92a-45cf-8756-6c73a406c923	TCGA-HT-A74H	10712c77-9a19-4bb7-ac1a-b74a0a50f2be	TCGA-HT-A74H-01A	99fa7885-ced1-4e35-9141-f4d9eb8a71b5	TCGA-HT-A74H-01A-11	127bc9d5-67a8-4efb-bbbc-44e1f0c4e9e8	TCGA-HT-A74H-01A-11W	'--	'--	'--	Repli-G (Qiagen) DNA	W	'--	'--	Repli-G	Yes	'--	'--	'--	released	'--
TCGA-LGG	fdff46a7-f92a-45cf-8756-6c73a406c923	TCGA-HT-A74H	10712c77-9a19-4bb7-ac1a-b74a0a50f2be	TCGA-HT-A74H-01A	99fa7885-ced1-4e35-9141-f4d9eb8a71b5	TCGA-HT-A74H-01A-11	63e877b8-0fd3-4976-b009-2beec1406975	TCGA-HT-A74H-01A-11R	1.81	'--	'--	RNA	R	'--	0.15	mirVana (Allprep DNA) RNA	Yes	1.39	7.0	UV Spec	released	'--
TCGA-LGG	fdff46a7-f92a-45cf-8756-6c73a406c923	TCGA-HT-A74H	10712c77-9a19-4bb7-ac1a-b74a0a50f2be	TCGA-HT-A74H-01A	99fa7885-ced1-4e35-9141-f4d9eb8a71b5	TCGA-HT-A74H-01A-11	e82d8c20-7ca1-424b-9392-bc7026303f5c	TCGA-HT-A74H-01A-11D	'--	'--	'--	DNA	D	'--	0.14	aDNA Preparation Type	Yes	'--	'--	PicoGreen	released	'--
TCGA-LGG	fdff46a7-f92a-45cf-8756-6c73a406c923	TCGA-HT-A74H	51d97ca9-e6dc-47f0-a8b6-86e2285fcbf9	TCGA-HT-A74H-10A	f9190109-e0fb-4b98-a4f2-cbe882ca334d	TCGA-HT-A74H-10A-01	6184cd0d-b00b-4779-8801-07a4fdbd4cd9	TCGA-HT-A74H-10A-01D	'--	'--	'--	DNA	D	'--	0.14	aDNA Preparation Type	Yes	'--	'--	PicoGreen	released	'--
TCGA-LGG	fdff46a7-f92a-45cf-8756-6c73a406c923	TCGA-HT-A74H	51d97ca9-e6dc-47f0-a8b6-86e2285fcbf9	TCGA-HT-A74H-10A	f9190109-e0fb-4b98-a4f2-cbe882ca334d	TCGA-HT-A74H-10A-01	ea5141e8-e4f1-48e3-9ee9-46f831c4cafb	TCGA-HT-A74H-10A-01W	'--	'--	'--	Repli-G (Qiagen) DNA	W	'--	'--	Repli-G	Yes	'--	'--	'--	released	'--
TCGA-LGG	fe5c5c11-ef39-4907-9a70-67f37bb62fd7	TCGA-QH-A6CW	03b82f63-06cc-44fd-b080-c1116938adf8	TCGA-QH-A6CW-10B	89c08de0-a422-47ff-9f68-bc15e45a5bca	TCGA-QH-A6CW-10B-01	5a00324e-53a4-45b2-a62d-ec65b349421d	TCGA-QH-A6CW-10B-01W	'--	'--	'--	Repli-G (Qiagen) DNA	W	'--	'--	Repli-G	Yes	'--	'--	'--	released	'--
TCGA-LGG	fe5c5c11-ef39-4907-9a70-67f37bb62fd7	TCGA-QH-A6CW	03b82f63-06cc-44fd-b080-c1116938adf8	TCGA-QH-A6CW-10B	89c08de0-a422-47ff-9f68-bc15e45a5bca	TCGA-QH-A6CW-10B-01	a5c546ee-abbe-42b5-a533-fd81e7e43528	TCGA-QH-A6CW-10B-01D	'--	'--	'--	DNA	D	'--	0.17	aDNA Preparation Type	Yes	'--	'--	PicoGreen	released	'--
TCGA-LGG	fe5c5c11-ef39-4907-9a70-67f37bb62fd7	TCGA-QH-A6CW	c3f37b41-abbc-45c6-8ae0-ebc33fbcdba2	TCGA-QH-A6CW-01A	0e5bde70-d41d-4673-b3fa-ca55ca712653	TCGA-QH-A6CW-01A-11	8507ec16-b29e-4fcc-93e4-fef53d9b6e76	TCGA-QH-A6CW-01A-11D	'--	'--	'--	DNA	D	'--	0.14	aDNA Preparation Type	Yes	'--	'--	PicoGreen	released	'--
TCGA-LGG	fe5c5c11-ef39-4907-9a70-67f37bb62fd7	TCGA-QH-A6CW	c3f37b41-abbc-45c6-8ae0-ebc33fbcdba2	TCGA-QH-A6CW-01A	0e5bde70-d41d-4673-b3fa-ca55ca712653	TCGA-QH-A6CW-01A-11	a7c49199-9d43-4b4d-b92f-8f04cbf55fcc	TCGA-QH-A6CW-01A-11W	'--	'--	'--	Repli-G (Qiagen) DNA	W	'--	'--	Repli-G	Yes	'--	'--	'--	released	'--
TCGA-LGG	fe5c5c11-ef39-4907-9a70-67f37bb62fd7	TCGA-QH-A6CW	c3f37b41-abbc-45c6-8ae0-ebc33fbcdba2	TCGA-QH-A6CW-01A	0e5bde70-d41d-4673-b3fa-ca55ca712653	TCGA-QH-A6CW-01A-11	e58dc442-4851-4608-b71d-66d0cb619d8d	TCGA-QH-A6CW-01A-11R	1.9	'--	'--	RNA	R	'--	0.17	mirVana (Allprep DNA) RNA	Yes	1.17	7.2	UV Spec	released	'--
TCGA-LGG	febe2ce5-737b-43b8-bc70-4194fe3ed5fb	TCGA-FG-A4MY	26149b1d-2ed1-4864-b439-9fc378e91981	TCGA-FG-A4MY-10A	187ac9dc-b975-4a9c-9fad-8de11f3c051d	TCGA-FG-A4MY-10A-01	d23bb58f-bba9-4587-aa41-d9ad2837fe48	TCGA-FG-A4MY-10A-01D	'--	'--	'--	DNA	D	'--	0.15	Pre-extracted DNA received by TSS	Yes	'--	'--	PicoGreen	released	'--
TCGA-LGG	febe2ce5-737b-43b8-bc70-4194fe3ed5fb	TCGA-FG-A4MY	26149b1d-2ed1-4864-b439-9fc378e91981	TCGA-FG-A4MY-10A	187ac9dc-b975-4a9c-9fad-8de11f3c051d	TCGA-FG-A4MY-10A-01	f8b3db4e-1c7e-4cd1-ae96-68f20e67dfda	TCGA-FG-A4MY-10A-01W	'--	'--	'--	Repli-G (Qiagen) DNA	W	'--	'--	Repli-G	Yes	'--	'--	'--	released	'--
TCGA-LGG	febe2ce5-737b-43b8-bc70-4194fe3ed5fb	TCGA-FG-A4MY	6db4de4f-e0e1-4923-9c69-a7ffa5fc3671	TCGA-FG-A4MY-01A	7bcd063e-f270-458f-9376-729be2f3e2c6	TCGA-FG-A4MY-01A-31-A616-42	201604b3-0930-4f37-b331-4bfd31d6df41	TCGA-FG-A4MY-01A-31-A616-42-X015-S02	'--	'--	'--	DNA	'--	'--	'--	'--	'--	'--	'--	'--	released	'--
TCGA-LGG	febe2ce5-737b-43b8-bc70-4194fe3ed5fb	TCGA-FG-A4MY	6db4de4f-e0e1-4923-9c69-a7ffa5fc3671	TCGA-FG-A4MY-01A	8446f66e-d406-4333-bfd8-f117cb585200	TCGA-FG-A4MY-01A-11	2f5909b6-fbdd-42ca-ae49-0ce49e384f0e	TCGA-FG-A4MY-01A-11R	1.85	'--	'--	RNA	R	'--	0.17	mirVana (Allprep DNA) RNA	Yes	1.19	7.7	UV Spec	released	'--
TCGA-LGG	febe2ce5-737b-43b8-bc70-4194fe3ed5fb	TCGA-FG-A4MY	6db4de4f-e0e1-4923-9c69-a7ffa5fc3671	TCGA-FG-A4MY-01A	8446f66e-d406-4333-bfd8-f117cb585200	TCGA-FG-A4MY-01A-11	57bec71a-d39e-4db3-b5ff-b2ee47e3bee5	TCGA-FG-A4MY-01A-11D	'--	'--	'--	DNA	D	'--	0.17	aDNA Preparation Type	Yes	'--	'--	PicoGreen	released	'--
TCGA-LGG	febe2ce5-737b-43b8-bc70-4194fe3ed5fb	TCGA-FG-A4MY	6db4de4f-e0e1-4923-9c69-a7ffa5fc3671	TCGA-FG-A4MY-01A	8446f66e-d406-4333-bfd8-f117cb585200	TCGA-FG-A4MY-01A-11	d0ae78e2-4665-40c9-bdb3-2af4aade5f3c	TCGA-FG-A4MY-01A-11W	'--	'--	'--	Repli-G (Qiagen) DNA	W	'--	'--	Repli-G	Yes	'--	'--	'--	released	'--
TCGA-LGG	799e9106-e62e-4681-8861-137f474ee8b8	TCGA-HT-7602	0997bb1a-f0a4-4cb8-9714-5baf9c391ce8	TCGA-HT-7602-01A	0155f244-fc7c-4e22-829d-a8b434ed11aa	TCGA-HT-7602-01A-21	1f8fbbe4-6336-4666-b0cf-701963be1337	TCGA-HT-7602-01A-21W	'--	'--	'--	Repli-G (Qiagen) DNA	W	'--	0.5	Repli-G	Yes	'--	'--	PicoGreen	released	'--
TCGA-LGG	799e9106-e62e-4681-8861-137f474ee8b8	TCGA-HT-7602	0997bb1a-f0a4-4cb8-9714-5baf9c391ce8	TCGA-HT-7602-01A	0155f244-fc7c-4e22-829d-a8b434ed11aa	TCGA-HT-7602-01A-21	616fd381-58b0-4fa0-a9b8-720fbd53aecc	TCGA-HT-7602-01A-21R	'--	'--	'--	RNA	R	'--	0.15	mirVana (Allprep DNA) RNA	Yes	1.02	7.3	UV Spec	released	'--
TCGA-LGG	799e9106-e62e-4681-8861-137f474ee8b8	TCGA-HT-7602	0997bb1a-f0a4-4cb8-9714-5baf9c391ce8	TCGA-HT-7602-01A	0155f244-fc7c-4e22-829d-a8b434ed11aa	TCGA-HT-7602-01A-21	a30eb1df-8a4d-44db-b929-b9a9e3f68be0	TCGA-HT-7602-01A-21D	'--	'--	'--	DNA	D	'--	0.15	aDNA Preparation Type	Yes	'--	'--	PicoGreen	released	'--
TCGA-LGG	799e9106-e62e-4681-8861-137f474ee8b8	TCGA-HT-7602	dd410e7c-fbe2-4c5f-9806-5a4bd5b1f671	TCGA-HT-7602-10A	e53b8a1a-b74a-4f21-af96-02f3d6958ed2	TCGA-HT-7602-10A-01	4b831210-0505-4f86-98e5-7319e4d2dc6e	TCGA-HT-7602-10A-01D	'--	'--	'--	DNA	D	'--	0.15	Chemical Lysis DNA Extraction	Yes	'--	'--	PicoGreen	released	'--
TCGA-LGG	799e9106-e62e-4681-8861-137f474ee8b8	TCGA-HT-7602	dd410e7c-fbe2-4c5f-9806-5a4bd5b1f671	TCGA-HT-7602-10A	e53b8a1a-b74a-4f21-af96-02f3d6958ed2	TCGA-HT-7602-10A-01	f6433736-f0ba-4e01-b7eb-5afabe8edff2	TCGA-HT-7602-10A-01W	'--	'--	'--	Repli-G (Qiagen) DNA	W	'--	0.5	Repli-G	Yes	'--	'--	PicoGreen	released	'--
TCGA-LGG	fff304a2-113f-499d-a88c-9d3660c348d9	TCGA-RY-A847	bf8e8426-dc44-40b0-8459-ad1dbaf9ba5a	TCGA-RY-A847-01A	7a9f863a-d7fe-476a-93ff-3c9b95e597f7	TCGA-RY-A847-01A-11	7146beb3-a71d-4ca8-9f4f-0179d1ef8515	TCGA-RY-A847-01A-11D	'--	'--	'--	DNA	D	'--	0.15	aDNA Preparation Type	Yes	'--	'--	PicoGreen	released	'--
TCGA-LGG	fff304a2-113f-499d-a88c-9d3660c348d9	TCGA-RY-A847	bf8e8426-dc44-40b0-8459-ad1dbaf9ba5a	TCGA-RY-A847-01A	7a9f863a-d7fe-476a-93ff-3c9b95e597f7	TCGA-RY-A847-01A-11	d332095e-98b6-44f5-b273-0b2a561d4221	TCGA-RY-A847-01A-11W	'--	'--	'--	Repli-G (Qiagen) DNA	W	'--	'--	Repli-G	Yes	'--	'--	'--	released	'--
TCGA-LGG	fff304a2-113f-499d-a88c-9d3660c348d9	TCGA-RY-A847	bf8e8426-dc44-40b0-8459-ad1dbaf9ba5a	TCGA-RY-A847-01A	7a9f863a-d7fe-476a-93ff-3c9b95e597f7	TCGA-RY-A847-01A-11	e2c8613e-f156-4ab7-af82-321dbdb9dc41	TCGA-RY-A847-01A-11R	1.82	'--	'--	RNA	R	'--	0.16	mirVana (Allprep DNA) RNA	Yes	1.53	8.1	UV Spec	released	'--
TCGA-LGG	fff304a2-113f-499d-a88c-9d3660c348d9	TCGA-RY-A847	de63d37e-a51e-4cf6-9df5-c5650be56edf	TCGA-RY-A847-10A	ea948236-df92-407f-aabf-51c75dd00075	TCGA-RY-A847-10A-01	172aa5be-1424-4f8f-b195-dbdec377448a	TCGA-RY-A847-10A-01W	'--	'--	'--	Repli-G (Qiagen) DNA	W	'--	'--	Repli-G	Yes	'--	'--	'--	released	'--
TCGA-LGG	fff304a2-113f-499d-a88c-9d3660c348d9	TCGA-RY-A847	de63d37e-a51e-4cf6-9df5-c5650be56edf	TCGA-RY-A847-10A	ea948236-df92-407f-aabf-51c75dd00075	TCGA-RY-A847-10A-01	665c0ee8-a0fd-4b87-81ad-cafe540b7ed0	TCGA-RY-A847-10A-01D	'--	'--	'--	DNA	D	'--	0.14	Pre-extracted DNA received by TSS	Yes	'--	'--	PicoGreen	released	'--
TCGA-GBM	149be735-d5db-43b6-80b7-d40e3a84500b	TCGA-06-0187	299b124f-f81e-40a9-a6ad-72d433b380fc	TCGA-06-0187-01A	0721a5a2-2c95-42cf-902c-dff3e9521ed2	TCGA-06-0187-01A-01	0f97fcf0-a978-4c16-8740-863fd3d41a7d	TCGA-06-0187-01A-01R	1.8	'--	'--	RNA	R	'--	0.15	'--	'--	'--	'--	UV Spec	released	'--
TCGA-GBM	149be735-d5db-43b6-80b7-d40e3a84500b	TCGA-06-0187	299b124f-f81e-40a9-a6ad-72d433b380fc	TCGA-06-0187-01A	0721a5a2-2c95-42cf-902c-dff3e9521ed2	TCGA-06-0187-01A-01	485d06bb-ad19-47ba-8a42-8c68c00dd62c	TCGA-06-0187-01A-01D	1.9	'--	'--	DNA	D	'--	0.15	'--	'--	'--	'--	UV Spec	released	'--
TCGA-GBM	149be735-d5db-43b6-80b7-d40e3a84500b	TCGA-06-0187	299b124f-f81e-40a9-a6ad-72d433b380fc	TCGA-06-0187-01A	0721a5a2-2c95-42cf-902c-dff3e9521ed2	TCGA-06-0187-01A-01	54dc7337-67a9-4d2a-b6f1-c72ba9b59b8d	TCGA-06-0187-01A-01T	'--	'--	'--	Total RNA	T	'--	0.1	'--	'--	'--	'--	UV Spec	released	'--
TCGA-GBM	149be735-d5db-43b6-80b7-d40e3a84500b	TCGA-06-0187	299b124f-f81e-40a9-a6ad-72d433b380fc	TCGA-06-0187-01A	0721a5a2-2c95-42cf-902c-dff3e9521ed2	TCGA-06-0187-01A-01	fa794847-1c37-416d-8831-2de68a2db553	TCGA-06-0187-01A-01W	'--	'--	'--	Repli-G (Qiagen) DNA	W	'--	0.5	'--	'--	'--	'--	UV Spec	released	'--
TCGA-GBM	149be735-d5db-43b6-80b7-d40e3a84500b	TCGA-06-0187	450c8f6b-7958-418b-b7a1-93f47f57bb53	TCGA-06-0187-10B	ee76533d-8a9d-4a22-b7f8-741e243fa6cd	TCGA-06-0187-10B-01	a82bc047-b1ef-4f7a-8023-6be3dfabd8ea	TCGA-06-0187-10B-01W	'--	'--	'--	Repli-G (Qiagen) DNA	W	'--	0.5	'--	'--	'--	'--	UV Spec	released	'--
TCGA-GBM	149be735-d5db-43b6-80b7-d40e3a84500b	TCGA-06-0187	450c8f6b-7958-418b-b7a1-93f47f57bb53	TCGA-06-0187-10B	ee76533d-8a9d-4a22-b7f8-741e243fa6cd	TCGA-06-0187-10B-01	ed875e1d-be10-4fc4-be63-327b2fcbabfb	TCGA-06-0187-10B-01D	1.84	'--	'--	DNA	D	'--	0.18	'--	'--	'--	'--	UV Spec	released	'--
TCGA-GBM	52408d9f-2637-4952-9b90-cb607a860f23	TCGA-32-2616	2db2c8ca-d890-41f7-ba50-e250f157d9ea	TCGA-32-2616-10A	77ce0e17-be2f-415a-a54a-306ab88518ee	TCGA-32-2616-10A-01	1e691d04-144a-4d59-9f10-6f75507f3ab9	TCGA-32-2616-10A-01D	1.9	'--	'--	DNA	D	'--	0.15	'--	'--	'--	'--	UV Spec	released	'--
TCGA-GBM	52408d9f-2637-4952-9b90-cb607a860f23	TCGA-32-2616	2db2c8ca-d890-41f7-ba50-e250f157d9ea	TCGA-32-2616-10A	77ce0e17-be2f-415a-a54a-306ab88518ee	TCGA-32-2616-10A-01	68348703-3bb6-4d29-8b4b-64b899f6fe65	TCGA-32-2616-10A-01W	'--	'--	'--	Repli-G (Qiagen) DNA	W	'--	0.5	'--	'--	'--	'--	UV Spec	released	'--
TCGA-GBM	52408d9f-2637-4952-9b90-cb607a860f23	TCGA-32-2616	5405234c-f1bb-4d73-ad47-c2571aadc7f1	TCGA-32-2616-01A	a05c383c-9ee5-4a9b-ac7e-f7b68b923337	TCGA-32-2616-01A-01	4aa8277b-d916-446a-a74a-2b90347e971d	TCGA-32-2616-01A-01W	'--	'--	'--	Repli-G (Qiagen) DNA	W	'--	0.5	'--	'--	'--	'--	UV Spec	released	'--
TCGA-GBM	52408d9f-2637-4952-9b90-cb607a860f23	TCGA-32-2616	5405234c-f1bb-4d73-ad47-c2571aadc7f1	TCGA-32-2616-01A	a05c383c-9ee5-4a9b-ac7e-f7b68b923337	TCGA-32-2616-01A-01	7bac0c60-446f-46fe-91ed-ebb6c715515c	TCGA-32-2616-01A-01T	'--	'--	'--	Total RNA	T	'--	0.1	'--	'--	'--	'--	UV Spec	released	'--
TCGA-GBM	52408d9f-2637-4952-9b90-cb607a860f23	TCGA-32-2616	5405234c-f1bb-4d73-ad47-c2571aadc7f1	TCGA-32-2616-01A	a05c383c-9ee5-4a9b-ac7e-f7b68b923337	TCGA-32-2616-01A-01	b260b3d3-d9aa-4d54-b077-79000dab544a	TCGA-32-2616-01A-01R	1.8	'--	'--	RNA	R	'--	0.14	'--	'--	'--	'--	UV Spec	released	'--
TCGA-GBM	52408d9f-2637-4952-9b90-cb607a860f23	TCGA-32-2616	5405234c-f1bb-4d73-ad47-c2571aadc7f1	TCGA-32-2616-01A	a05c383c-9ee5-4a9b-ac7e-f7b68b923337	TCGA-32-2616-01A-01	c0a4a8f9-aec3-4e52-87d6-2c56ab717784	TCGA-32-2616-01A-01D	1.9	'--	'--	DNA	D	'--	0.15	'--	'--	'--	'--	UV Spec	released	'--
TCGA-GBM	1e80ccf6-ef81-4662-bf5e-392f092c1e67	TCGA-41-2572	6da1271f-ae25-4301-84be-6468e9b494f9	TCGA-41-2572-01A	4d05af6b-d3ac-448d-910c-09c6419d0fc7	TCGA-41-2572-01A-01	754fc94b-d0fe-40e1-9da3-8e917f57a462	TCGA-41-2572-01A-01T	'--	'--	'--	Total RNA	T	'--	0.1	'--	'--	'--	'--	UV Spec	released	'--
TCGA-GBM	1e80ccf6-ef81-4662-bf5e-392f092c1e67	TCGA-41-2572	6da1271f-ae25-4301-84be-6468e9b494f9	TCGA-41-2572-01A	4d05af6b-d3ac-448d-910c-09c6419d0fc7	TCGA-41-2572-01A-01	83ced3fa-3d8e-41ad-8429-7ca1a40283b0	TCGA-41-2572-01A-01W	'--	'--	'--	Repli-G (Qiagen) DNA	W	'--	0.5	'--	'--	'--	'--	UV Spec	released	'--
TCGA-GBM	1e80ccf6-ef81-4662-bf5e-392f092c1e67	TCGA-41-2572	6da1271f-ae25-4301-84be-6468e9b494f9	TCGA-41-2572-01A	4d05af6b-d3ac-448d-910c-09c6419d0fc7	TCGA-41-2572-01A-01	f02931ed-e240-4480-8a0e-c4b30c322aa2	TCGA-41-2572-01A-01D	1.9	'--	'--	DNA	D	'--	0.16	'--	'--	'--	'--	UV Spec	released	'--
TCGA-GBM	1e80ccf6-ef81-4662-bf5e-392f092c1e67	TCGA-41-2572	6da1271f-ae25-4301-84be-6468e9b494f9	TCGA-41-2572-01A	4d05af6b-d3ac-448d-910c-09c6419d0fc7	TCGA-41-2572-01A-01	fda7c112-362c-4c1d-9c04-a07faabefb29	TCGA-41-2572-01A-01R	1.9	'--	'--	RNA	R	'--	0.17	'--	'--	'--	'--	UV Spec	released	'--
TCGA-GBM	1e80ccf6-ef81-4662-bf5e-392f092c1e67	TCGA-41-2572	c65d9a9c-6dc3-4e79-bcc4-76497084b94e	TCGA-41-2572-10A	9840d4b6-92f6-4b5f-baeb-61c20ab0cd6c	TCGA-41-2572-10A-01	873b456c-170e-4efd-be42-037d496ded01	TCGA-41-2572-10A-01W	'--	'--	'--	Repli-G (Qiagen) DNA	W	'--	0.5	'--	'--	'--	'--	UV Spec	released	'--
TCGA-GBM	1e80ccf6-ef81-4662-bf5e-392f092c1e67	TCGA-41-2572	c65d9a9c-6dc3-4e79-bcc4-76497084b94e	TCGA-41-2572-10A	9840d4b6-92f6-4b5f-baeb-61c20ab0cd6c	TCGA-41-2572-10A-01	d5137cea-1ce6-4580-9d4a-9591a4493e97	TCGA-41-2572-10A-01D	1.9	'--	'--	DNA	D	'--	0.15	'--	'--	'--	'--	UV Spec	released	'--
TCGA-GBM	bc316a17-9d73-4ef3-97e9-c4ac5516b75a	TCGA-06-0158	0c7ff144-1ffd-42bc-a587-ce232b53b991	TCGA-06-0158-10A	715ce98f-ebc2-4c2d-a50c-7c4194d347d7	TCGA-06-0158-10A-01	7bbb3a81-276c-410c-9056-163e99ec739f	TCGA-06-0158-10A-01W	'--	'--	'--	Repli-G (Qiagen) DNA	W	'--	0.5	'--	'--	'--	'--	UV Spec	released	'--
TCGA-GBM	bc316a17-9d73-4ef3-97e9-c4ac5516b75a	TCGA-06-0158	0c7ff144-1ffd-42bc-a587-ce232b53b991	TCGA-06-0158-10A	715ce98f-ebc2-4c2d-a50c-7c4194d347d7	TCGA-06-0158-10A-01	f5f5dbea-8866-45db-88bc-463dc123adbe	TCGA-06-0158-10A-01D	1.9	'--	'--	DNA	D	'--	0.15	'--	'--	'--	'--	UV Spec	released	'--
TCGA-GBM	bc316a17-9d73-4ef3-97e9-c4ac5516b75a	TCGA-06-0158	7606e925-5bca-45b3-b528-dab338cc43de	TCGA-06-0158-01A	95ff9279-102f-403c-b654-7e7b07759b45	TCGA-06-0158-01A-01	165c15e3-184a-4163-92fb-0bf10371863a	TCGA-06-0158-01A-01W	'--	'--	'--	Repli-G (Qiagen) DNA	W	'--	0.5	'--	'--	'--	'--	UV Spec	released	'--
TCGA-GBM	bc316a17-9d73-4ef3-97e9-c4ac5516b75a	TCGA-06-0158	7606e925-5bca-45b3-b528-dab338cc43de	TCGA-06-0158-01A	95ff9279-102f-403c-b654-7e7b07759b45	TCGA-06-0158-01A-01	276e05cb-95c7-4612-bc70-a411826f4118	TCGA-06-0158-01A-01R	1.82	'--	'--	RNA	R	'--	0.17	'--	'--	'--	'--	UV Spec	released	'--
TCGA-GBM	bc316a17-9d73-4ef3-97e9-c4ac5516b75a	TCGA-06-0158	7606e925-5bca-45b3-b528-dab338cc43de	TCGA-06-0158-01A	95ff9279-102f-403c-b654-7e7b07759b45	TCGA-06-0158-01A-01	a788a6a5-90da-4d07-a08d-c357675b38de	TCGA-06-0158-01A-01D	1.9	'--	'--	DNA	D	'--	0.15	'--	'--	'--	'--	UV Spec	released	'--
TCGA-GBM	bc316a17-9d73-4ef3-97e9-c4ac5516b75a	TCGA-06-0158	7606e925-5bca-45b3-b528-dab338cc43de	TCGA-06-0158-01A	95ff9279-102f-403c-b654-7e7b07759b45	TCGA-06-0158-01A-01	ce2c5e30-0fd8-49f8-9da3-78354ec797bf	TCGA-06-0158-01A-01T	'--	'--	'--	Total RNA	T	'--	0.1	'--	'--	'--	'--	UV Spec	released	'--
TCGA-GBM	bc7a0c8f-c1c1-447c-8019-389e52525081	TCGA-27-1837	101c1510-edde-4b3c-b9e9-e947c7bcf54e	TCGA-27-1837-01A	a2b5bd8a-efc9-4d9c-8c08-e507ad4c09a3	TCGA-27-1837-01A-01	542821d8-1c3d-4e8a-b043-8655f9be5649	TCGA-27-1837-01A-01D	1.92	'--	'--	DNA	D	'--	0.16	'--	'--	'--	'--	UV Spec	released	'--
TCGA-GBM	bc7a0c8f-c1c1-447c-8019-389e52525081	TCGA-27-1837	101c1510-edde-4b3c-b9e9-e947c7bcf54e	TCGA-27-1837-01A	a2b5bd8a-efc9-4d9c-8c08-e507ad4c09a3	TCGA-27-1837-01A-01	dfc05280-56e1-4e88-9f36-611930519717	TCGA-27-1837-01A-01R	1.9	'--	'--	RNA	R	'--	0.14	'--	'--	'--	'--	UV Spec	released	'--
TCGA-GBM	bc7a0c8f-c1c1-447c-8019-389e52525081	TCGA-27-1837	101c1510-edde-4b3c-b9e9-e947c7bcf54e	TCGA-27-1837-01A	a2b5bd8a-efc9-4d9c-8c08-e507ad4c09a3	TCGA-27-1837-01A-01	f12825d5-75c3-47c1-98ec-7ba3422ac925	TCGA-27-1837-01A-01T	'--	'--	'--	Total RNA	T	'--	0.1	'--	'--	'--	'--	UV Spec	released	'--
TCGA-GBM	bc7a0c8f-c1c1-447c-8019-389e52525081	TCGA-27-1837	101c1510-edde-4b3c-b9e9-e947c7bcf54e	TCGA-27-1837-01A	a2b5bd8a-efc9-4d9c-8c08-e507ad4c09a3	TCGA-27-1837-01A-01	f6a5d40a-ab17-4102-866f-666d2142a30d	TCGA-27-1837-01A-01W	'--	'--	'--	Repli-G (Qiagen) DNA	W	'--	0.5	'--	'--	'--	'--	UV Spec	released	'--
TCGA-GBM	bc7a0c8f-c1c1-447c-8019-389e52525081	TCGA-27-1837	4a048c2c-8d98-4b74-a4bb-d283376cdaea	TCGA-27-1837-10A	760b8452-7336-41f0-843b-467c4ce7e918	TCGA-27-1837-10A-01	2ebd7539-d83f-40f5-afc8-c070fcf18d2a	TCGA-27-1837-10A-01W	'--	'--	'--	Repli-G (Qiagen) DNA	W	'--	0.5	'--	'--	'--	'--	UV Spec	released	'--
TCGA-GBM	bc7a0c8f-c1c1-447c-8019-389e52525081	TCGA-27-1837	4a048c2c-8d98-4b74-a4bb-d283376cdaea	TCGA-27-1837-10A	760b8452-7336-41f0-843b-467c4ce7e918	TCGA-27-1837-10A-01	b097e83a-f35f-426c-b96b-7a573e970b59	TCGA-27-1837-10A-01D	1.9	'--	'--	DNA	D	'--	0.13	'--	'--	'--	'--	UV Spec	released	'--
TCGA-GBM	6ff96a7e-1b96-4530-b8a8-7f2e9e541955	TCGA-27-2519	2390261f-1004-4f49-b56b-5c3d176a7478	TCGA-27-2519-10A	600424dd-bccf-466f-a6f7-819befa1ce21	TCGA-27-2519-10A-01	5bd26c2f-c571-47fd-a7f3-5f3da8a25bf0	TCGA-27-2519-10A-01D	1.9	'--	'--	DNA	D	'--	0.16	'--	'--	'--	'--	UV Spec	released	'--
TCGA-GBM	6ff96a7e-1b96-4530-b8a8-7f2e9e541955	TCGA-27-2519	2390261f-1004-4f49-b56b-5c3d176a7478	TCGA-27-2519-10A	600424dd-bccf-466f-a6f7-819befa1ce21	TCGA-27-2519-10A-01	7ba70b93-7cda-4f2e-8810-ed61358f9309	TCGA-27-2519-10A-01W	'--	'--	'--	Repli-G (Qiagen) DNA	W	'--	0.5	'--	'--	'--	'--	UV Spec	released	'--
